name;stars;review_count;categories
Volume Hair Studio;4.5;220;Hair Salons, Beauty & Spas, Skin Care
Throwbaxx Bar & Grille;3.5;15;Restaurants, Sandwiches, Bars, Pubs, Nightlife
24th Street Bar and Restaraunt;3.5;27;Restaurants, American (Traditional), Beer Bar, Bars, Cocktail Bars, Nightlife
Furniture Mecca;4.0;9;Rugs, Shopping, Home & Garden, Furniture Stores, Mattresses
Dong's Hardwood Floors;5.0;9;Flooring, Home Services
Fishbox;5.0;28;Couriers & Delivery Services, Local Services, Shipping Centers, Mailbox Centers
Supreme Nails;2.5;16;Beauty & Spas, Nail Salons
P'unk Avenue;4.5;6;Graphic Design, Professional Services, Web Design, Product Design
Ultimo Coffee;4.0;41;Food, Coffee & Tea, Coffee Roasteries
South Philly Style Shoes;4.0;6;Shoe Stores, Fashion, Shopping
O'Reillys Pub;3.5;6;Pubs, Nightlife, Bars
Free Library of Philadelphia - Falls of Schuylkill Branch;4.0;6;Libraries, Public Services & Government, Arts & Entertainment
Luther ribs;3.5;84;Restaurants, Steakhouses, Barbeque
Maui's Dog House;3.5;6;Restaurants, Food, Hot Dogs
Old London Style Pizza;2.5;9;Food Delivery Services, Restaurants, Food, Pizza
Adja Hair Braiding;3.5;7;Hair Stylists, Beauty & Spas, Hair Salons
Homewood Suites by Hilton University City Philadelphia, PA;3.0;51;Event Planning & Services, Hotels & Travel, Hotels
Mount Airy Tap Room;4.5;51;Breweries, Nightlife, Gastropubs, Bars, Food, Brewpubs, Beer Bar, Sandwiches, American (New), Restaurants, Pubs
Max Impact Carpet Cleaning;5.0;50;Rugs, Home & Garden, Local Services, Carpet Cleaning, Pets, Furniture Reupholstery, Damage Restoration, Home Cleaning, Professional Services, Home Services, Carpeting, Shopping, Tiling, Grout Services, Office Cleaning, Air Duct Cleaning, Pet Stores
The Study at University City;4.0;53;Hotels, Hotels & Travel, Event Planning & Services
Holy Child Early Childhood Center;3.5;5;Elementary Schools, Preschools, Education
Planet Fitness;3.0;70;Beauty & Spas, Fitness & Instruction, Tanning, Trainers, Active Life, Gyms
Roman's Pizza;3.0;40;Food Delivery Services, Food, Pizza, Italian, Restaurants, Sandwiches, American (Traditional), Salad
Sonnys Cocktail Joint;4.5;18;Bars, Sandwiches, Restaurants, Nightlife, Cocktail Bars
Cafe Crema;4.0;147;Cafes, Gelato, Restaurants, Bakeries, Food, Coffee & Tea, Desserts
Checkers;1.0;8;Restaurants, Fast Food
Elliot Diamond, DPM;4.0;25;Acupuncture, Health & Medical, Doctors, Podiatrists, Rehabilitation Center
Dark Horse Pub;3.5;99;Pubs, Restaurants, Bars, American (Traditional), Nightlife
7-Eleven;3.0;6;Food, Convenience Stores
The Garden;4.5;7;Cafes, Beer Gardens, Restaurants, Nightlife
Bon Bon Artisan Gelato;4.0;12;Desserts, Food, Coffee & Tea
Kurry Shack Francisville ;4.0;13;Desserts, Gluten-Free, Food Delivery Services, Food, Vegan, Indian, Restaurants
Mannino's Manayunk;4.0;5;Restaurants, Pizza, Italian
Ginger Fox Photography;5.0;20;Event Photography, Event Planning & Services, Session Photography, Photographers
Shot Tower Coffee;4.5;122;Food, Coffee & Tea
Fruit Salad Truck;5.0;8;Restaurants, Food Stands
Lisa's Nail Salon;4.0;42;Beauty & Spas, Nail Salons
Pretty Photo;4.5;10;Shopping, Photography Stores & Services
Green Soul;4.0;121;Sandwiches, Salad, Food, Restaurants, Juice Bars & Smoothies
Markward Playground;4.0;7;Active Life, Playgrounds, Parks
Won Oriental Restaurant;3.0;20;Restaurants, Chinese
Roxborough Laundromat;4.5;26;Dry Cleaning & Laundry, Laundry Services, Local Services, Laundromat
Bright Common;5.0;5;Home Services, Professional Services, Architects, Interior Design
Doc's Union Pub;2.0;11;Bars, Restaurants, Pubs, Nightlife
Adriatic Grill;4.0;18;American (Traditional), Seafood, Fast Food, Sandwiches, Breakfast & Brunch, Restaurants
All Tech Automotive;5.0;14;Arts & Entertainment, Oil Change Stations, Automotive, Auto Repair, Tires
Long's Refrigeration;5.0;5;Home Services, Appliances & Repair, Local Services, Heating & Air Conditioning/HVAC
Dump-N-Roll;4.5;173;Food, Food Trucks, Caterers, Chinese, Asian Fusion, Restaurants, Japanese, Event Planning & Services, Italian, Steakhouses, Dim Sum, Street Vendors
Manatawny Still Works;4.5;47;Nightlife, Food, Cocktail Bars, Shopping, Beer, Wine & Spirits, Distilleries, Bars, Flowers & Gifts
Zen Skin Spa;4.5;53;Beauty & Spas, Day Spas, Skin Care, Eyelash Service, Cosmetics & Beauty Supply, Shopping
Dunkin';2.5;19;Donuts, Food, Coffee & Tea, Restaurants, Breakfast & Brunch, Sandwiches
Dimmerman PC;5.0;6;Personal Injury Law, Divorce & Family Law, General Litigation, Professional Services, Real Estate Law, Criminal Defense Law, Lawyers
Level 1 Fitness;4.0;15;Fitness & Instruction, Trainers, Boot Camps, Sports Clubs, Active Life, Recreation Centers, Gyms, Health & Medical
Rittenhound Dog Walking & Pet Sitting;4.0;8;Pet Sitting, Pets, Pet Services, Dog Walkers
Sara's A-List Cleaners;4.5;104;Local Services, Dry Cleaning & Laundry, Sewing & Alterations, Dry Cleaning, Laundry Services
Castor Pediatrics;3.0;7;Health & Medical, Doctors
Farmstead Foods;4.5;8;Caterers, Event Planning & Services
Bella Vista Beverage;3.5;91;Beer, Wine & Spirits, Food
Archies's Restaurant;4.5;23;Mexican, Restaurants
Wang House;4.0;26;Restaurants, Chinese
Piazza Farmer's Market;3.0;11;Food, Farmers Market
Halal Food Truck;5.0;14;Food Trucks, Food, Restaurants, Halal
Vapor Hut;4.5;7;Vape Shops, Shopping
Fuel Center City;3.5;432;Sandwiches, Restaurants, Cafes, Vegetarian
American Legion Penn Center Post 204;3.0;6;Social Clubs, Arts & Entertainment, Local Services, Community Service/Non-Profit
International Bakery;4.0;22;Food, Bakeries, Restaurants
Cultivaire Plant Store;5.0;6;Nurseries & Gardening, Shopping, Home & Garden
Dunkin';2.0;11;Coffee & Tea, Food, Donuts
Chun Hing Restaurant;3.5;76;Noodles, Chinese, Soup, Food, Restaurants
Fienman Defense;5.0;5;Criminal Defense Law, DUI Law, Professional Services, Lawyers
Air Done Right;3.0;8;Plumbing, Heating & Air Conditioning/HVAC, Home Services, Contractors
Fink's;4.5;62;Sandwiches, Food, Delis, Restaurants
Trek Bicycle Philadelphia Manayunk;4.5;13;Bike Rentals, Sporting Goods, Mountain Biking, Active Life, Bikes, Shopping
Smooth Moving Pros;4.5;48;Movers, Home Services
The Juice Merchant;3.5;75;Restaurants, Juice Bars & Smoothies, Vegan, Salad, Food, Sandwiches
Lee's Chinese Restaurant;3.5;5;Restaurants, Chinese
Northeast Beer;3.5;8;Beer, Wine & Spirits, Food
Rittenhouse 1715;4.0;37;Hotels, Hotels & Travel, Event Planning & Services, Bed & Breakfast
Hot Nails;4.0;18;Beauty & Spas, Nail Salons
Kelly Drive;4.5;55;Active Life, Local Flavor, Public Services & Government, Landmarks & Historical Buildings
Five Sisters Ice Cream and Sweets;4.0;21;Middle Eastern, Food, Ice Cream & Frozen Yogurt, Desserts, Restaurants
Sadek and Cooper Law Offices;3.5;9;Divorce & Family Law, Business Law, Real Estate Law, Lawyers, Bankruptcy Law, Professional Services, Tax Law
Angelo's Marble and Granite;4.5;37;Countertop Installation, Shopping, Home Services, Building Supplies, Contractors, Kitchen & Bath, Home & Garden
Shamrock Pub;3.0;7;Nightlife, Pubs, Bars
Triple Bottom Brewing;4.0;42;Food, Breweries
Saqqara Cafe;3.0;40;Hookah Bars, Bars, Nightlife, Food, Cafes, Restaurants, Middle Eastern, Coffee & Tea
Joshua House Apartments;2.0;5;Apartments, Real Estate, Home Services
Daniel Mele, D.M.D;4.5;14;Dentists, Health & Medical, General Dentistry
US Post Office;2.0;26;Local Services, Post Offices, Shipping Centers, Public Services & Government
Mavis Discount Tire;3.0;18;Tires, Automotive, Oil Change Stations, Auto Repair
Diablo's Pizzas;4.0;5;Restaurants, Pizza, Tacos, Mexican, Chicken Wings
Spak Group;4.5;8;Real Estate Services, Real Estate Agents, Real Estate, Home Services, Property Management, Apartments
Walnut Street Cafe;3.5;253;Wine Bars, American (Traditional), Nightlife, Restaurants, Bars, Cafes, American (New)
Dunkin';2.0;12;Food, Coffee & Tea, Donuts
Quaker Diner;3.0;58;Restaurants, Diners
Blaze Pizza;4.0;126;Pizza, Gluten-Free, Fast Food, Restaurants, Salad
Flawless Finish Artistry;4.5;7;Makeup Artists, Hair Stylists, Hair Salons, Beauty & Spas
Brick House Pizza & Restaurant;3.0;5;Italian, Restaurants, Pizza
Krakus Market;4.5;41;Restaurants, Delis, Polish
H&R Block;1.5;13;Tax Services, Financial Services, Accountants, Professional Services, Financial Advising
PrimoHoagies;3.0;34;Restaurants, Sandwiches, Italian
Don's Dental;5.0;6;Dentists, Health & Medical, General Dentistry
Hot Pot Cuisine;3.5;12;Caribbean, Restaurants
Delicias;4.0;19;Spanish, Seafood, Latin American, Restaurants, Vegetarian, Salad
La Guerrerense;5.0;6;Ice Cream & Frozen Yogurt, Food
Industrious Avenue of the Arts;4.0;8;Real Estate, Home Services, Shared Office Spaces
Foreign Auto Hospital;3.5;6;Automotive, Auto Repair
Mighty Bread Company;4.5;17;Specialty Schools, Cooking Schools, Desserts, Education, Food, Bakeries
Barrel's Fine Food;4.0;49;Italian, Restaurants
Munk & Nunn;2.5;5;Restaurants, Greek
Sin City Ultra Club;4.5;6;Strip Clubs, Nightlife, Club Crawl, Adult Entertainment
Rabbit Hole Cafe;4.5;40;Cafes, Restaurants, Food, Coffee & Tea, Bubble Tea, Shaved Ice
Gucci Roofing;4.5;39;Windows Installation, Roofing, Siding, Home Services, Real Estate, Commercial Real Estate, Gutter Services
Ted's Montana Grill;3.5;57;American (New), Restaurants
Forrest Theatre;3.0;82;Cinema, Performing Arts, Arts & Entertainment
Moctezuma Restaurant;4.0;47;Restaurants, Mexican
Christmas Village In Philadelphia;3.5;140;Home Decor, Shopping, Arts & Entertainment, Flowers & Gifts, Venues & Event Spaces, Home & Garden, Arts & Crafts, Event Planning & Services, Party Supplies, Gift Shops, Accessories, Festivals, Fashion
New Century Travel;3.0;59;Hotels & Travel, Transportation
John Anthony Hair Styling For Men;5.0;24;Beauty & Spas, Barbers
A's Pizza;2.0;7;Pizza, Restaurants
Hendrix Vision Center;3.5;8;Optometrists, Health & Medical, Eyewear & Opticians, Ophthalmologists, Doctors, Shopping
Sweet As Fudge Candy Shoppe;4.5;52;Specialty Food, Candy Stores, Food, Chocolatiers & Shops, Desserts
Starbucks;2.5;9;Coffee & Tea, Food
Philly Cleaning Pros;3.0;13;Home Cleaning, Home Services, Office Cleaning, Carpet Cleaning, Local Services, Professional Services
Dave's Salon and Barber Shop;4.5;33;Barbers, Hair Salons, Beauty & Spas
Mexibike;4.0;30;Bike Repair/Maintenance, Bikes, Local Services, Bike Rentals, Active Life, Shopping, Sporting Goods
Checkers;2.0;13;Restaurants, Fast Food, Burgers
T&N HomeMade Kitchen;4.0;83;Sandwiches, Caterers, Restaurants, Breakfast & Brunch, Fast Food, Delis, Event Planning & Services, Italian
Venturef0rth;5.0;8;Marketing, Event Planning & Services, Professional Services, Shared Office Spaces, Home Services, Real Estate, Local Flavor, Venues & Event Spaces
Somerset Splits;4.5;46;Ice Cream & Frozen Yogurt, Food
Daniels HVAC;4.0;8;Heating & Air Conditioning/HVAC, Plumbing, Electricians, Home Services
5th Street Lounge;2.0;11;Lounges, Nightlife, Bars, Cocktail Bars
Water Works Restaurant & Lounge;3.0;150;Restaurants, Seafood, Mediterranean, American (New), Breakfast & Brunch, Event Planning & Services, Caterers
Pretzel Park Farmers Market;4.0;6;Food, Farmers Market
Rosa Photo & Fingerprinting;4.0;39;Photographers, Translation Services, Notaries, Professional Services, Event Planning & Services, Fingerprinting, Local Services
Club 27;2.0;18;Dance Clubs, Nightlife
Temple Orthopedic & Sports Medicine;2.5;6;Doctors, Orthopedists, Sports Medicine, Health & Medical
East Girard Cleaners;3.0;19;Local Services, Dry Cleaning & Laundry, Laundry Services, Sewing & Alterations
QU JAPAN BISTRO & BAR;4.5;118;Ramen, Japanese, Nightlife, Restaurants, Beer, Wine & Spirits, Food, Cocktail Bars, Sushi Bars, Bars
Jd's Barber Shop;4.5;8;Barbers, Beauty & Spas
Elfreths Alley Museum;4.5;29;Arts & Entertainment, Museums
Lil Lina's Slices & Scoops;4.0;27;Restaurants, Salad, Food, Ice Cream & Frozen Yogurt, Pizza
Perfect Touch Auto Repair;5.0;5;Auto Parts & Supplies, Automotive, Oil Change Stations, Auto Repair
Ploome Pilates;5.0;54;Barre Classes, Fitness & Instruction, Gyms, Active Life, Cardio Classes, Pilates, Yoga, Trainers
Maulana's Cafe;2.0;5;Breakfast & Brunch, Restaurants, Cafes
Gentlemen's Touch Cutting and Styling;4.5;15;Barbers, Beauty & Spas
Pediatric Dental Team;3.5;7;Health & Medical, General Dentistry, Dentists, Pediatric Dentists, Orthodontists
Starbucks;3.0;5;Food, Coffee & Tea
Nicole Dominican Beauty Salon and Spa;4.0;12;Beauty & Spas, Hair Salons
Walgreens;3.0;25;Shopping, Beauty & Spas, Food, Photography Stores & Services, Drugstores, Convenience Stores, Cosmetics & Beauty Supply
Tildie's Toy Box;5.0;12;Toy Stores, Books, Mags, Music & Video, Bookstores, Shopping
Ryan's Pub;4.0;49;Bars, Irish Pub, Pubs, Nightlife, Restaurants
Monk Seafood;3.5;9;Seafood Markets, Restaurants, Food, Seafood, Specialty Food, American (Traditional)
Airis Roll & Rice;3.5;7;Poke, Japanese, Sushi Bars, Food, Restaurants
Honey Restaurant;2.5;25;Food Delivery Services, Restaurants, Food, Event Planning & Services, American (Traditional), Caterers
Center City Pretzel Co;4.5;140;Bakeries, Food, Pretzels
Colonial Cava Marble & Granite;1.5;7;Home & Garden, Masonry/Concrete, Shopping, Flooring, Interior Design, Home Services, Kitchen & Bath, Contractors
Osaka Japanese Restaurant;4.0;178;Sushi Bars, Japanese, Restaurants
High Tech Automotive;4.0;7;Auto Repair, Automotive
Cedar Street Barbell Club;5.0;10;Active Life, Fitness & Instruction, Gyms, Trainers
Eagle Bar;4.5;6;Nightlife, Bars, Restaurants
HSBC Bank;1.5;13;Financial Services, Banks & Credit Unions
Mavis Discount Tire;3.5;31;Auto Repair, Tires, Oil Change Stations, Automotive
Revolutions at Penn Treaty;2.5;83;Active Life, Bowling, Bars, Nightlife, Arts & Entertainment, Arcades, Restaurants, American (Traditional), Sports Bars
South Square Paint & Hardware;3.0;5;Hardware Stores, Home Services, Keys & Locksmiths, Home & Garden, Shopping, Paint Stores
Bobby Schorr's;3.5;22;Dry Cleaning & Laundry, Local Services, Laundry Services, Dry Cleaning, Sewing & Alterations
J & C Sunoco;1.5;7;Auto Repair, Automotive, Gas Stations
Stephanie Saracini - RE/MAX ONE Realty;5.0;5;Real Estate Services, Real Estate, Real Estate Agents, Home Services
Four Seasons Cleaners;4.5;26;Sewing & Alterations, Local Services, Laundry Services, Dry Cleaning & Laundry, Dry Cleaning
Mercer Cafe;4.0;90;Restaurants, Breakfast & Brunch, Pizza, Sandwiches, American (New), Cafes
O & R Glass Repairs;5.0;22;Home Services, Glass & Mirrors, Contractors, Door Sales/Installation, Windows Installation
Todds Towing;2.0;17;Automotive, Towing
McClain Bros;4.5;6;Web Design, Plumbing, Professional Services, Water Heater Installation/Repair, Home Services, Heating & Air Conditioning/HVAC
Smile Cafe;4.0;303;Noodles, Thai, Restaurants, Salad
Zulyka Restaurant and Bakery;4.0;5;Caribbean, Bakeries, Restaurants, Haitian, Food
World Cafe Live;4.0;350;Nightlife, Arts & Entertainment, Restaurants, Music Venues, American (New), Bars, Jazz & Blues
The Parking Spot;3.5;63;Automotive, Hotels & Travel, Parking, Transportation, Airport Shuttles
Beauty Recipe Wellness Salon Spa;4.5;22;Hair Salons, Beauty & Spas, Tattoo, Skin Care, Day Spas
Bagel Bagel;4.0;27;Food, Bagels
KC's Car Wash;3.0;46;Automotive, Car Wash, Auto Detailing
Subway;2.0;9;Restaurants, Sandwiches, Fast Food
Supreme Oasis Bakery & Deli-Philly;4.0;11;Fast Food, Restaurants, Soul Food, American (New)
E-z Rent-a-car;1.0;5;Car Rental, Hotels & Travel
Mitchum Wilson Funeral Home;2.5;6;Local Services, Funeral Services & Cemeteries
Bruce Slemmer Blonde Specialist;4.0;5;Hair Stylists, Beauty & Spas, Hair Salons, Blow Dry/Out Services
Lax Clippers;4.0;8;Men's Hair Salons, Hair Salons, Beauty & Spas
Sue's Produce Market;4.5;119;Food, Specialty Food, Grocery, Fruits & Veggies
DoubleTree by Hilton Hotel Philadelphia Airport;2.5;146;Hotels, Hotels & Travel, Event Planning & Services
Wawa;3.0;40;Convenience Stores, Delis, Food, Restaurants
Drexel Center for Women's Health;3.0;18;Health & Medical, Medical Centers, Doctors
Pizza Rustica;2.5;128;Pizza, Restaurants
Johnny Goodtimes;4.5;9;Event Planning & Services, Arts & Entertainment
Golden Crust Pizza III;2.5;82;Pizza, Restaurants
Berk A & M Tax Service;3.5;5;Professional Services, Accountants
ABC Nanny Source - A Philadelphia Nanny Agency;2.0;11;Nanny Services, Local Services, Home Services, Child Care & Day Care
VWC Nails;4.0;18;Hair Salons, Beauty & Spas, Nail Salons
Gearo's;3.5;89;Italian, Restaurants, Sandwiches, Pizza
Bebe's Barbecue;4.5;40;Restaurants, Food, Barbeque
Pond Lehocky;2.0;30;Personal Injury Law, Lawyers, Social Security Law, General Litigation, Workers Compensation Law, Professional Services, Disability Law, Legal Services, Employment Law
The Event Studio;5.0;6;Party & Event Planning, Flowers & Gifts, Venues & Event Spaces, Shopping, Event Planning & Services, Florists
Tower Investments Inc;1.5;14;Real Estate, Property Management, Home Services, Apartments
The Beer Garden;2.0;8;Nightlife, Pubs, Bars
Blinebury Design;5.0;5;Web Design, Graphic Design, Professional Services
Villa Fresh Italian Kitchen;2.5;23;Italian, Restaurants, Pizza
Azuka Theatre;5.0;10;Arts & Entertainment, Performing Arts
Cafe Nhu Quynh;3.5;13;Vietnamese, Bubble Tea, Restaurants, Food
DetailXPerts;5.0;13;Automotive, Auto Detailing, Car Dealers, Car Wash
Exit Skate Shop;5.0;11;Fashion, Men's Clothing, Sporting Goods, Shopping, Skate Shops
Fine Wine & Good Spirits;3.0;8;Food, Beer, Wine & Spirits
Nan Zhou Hand Drawn Noodle House;4.0;2188;Specialty Food, Noodles, Ethnic Food, Chinese, Comfort Food, Restaurants, Food
Philly Appliance Services;4.0;57;Appliances & Repair, Local Services, Air Duct Cleaning
Bokeh Fire Lens Rentals;5.0;7;Shopping, Photography Stores & Services
Spruce Street Espresso;4.0;74;Food, Coffee & Tea
Hannah Nails & Spa;4.0;10;Makeup Artists, Nail Salons, Eyelash Service, Beauty & Spas
Tagliare;3.5;6;Restaurants, Breakfast & Brunch
Subway;2.0;7;Fast Food, Sandwiches, Restaurants, Salad, American (Traditional)
Mama's Grill;4.0;6;Restaurants, Vegetarian
Falone's Steaks & Hoagies;4.0;46;Restaurants, Sandwiches, Cheesesteaks
Nafi Food Express;4.5;8;Indian, Food, Food Trucks, Halal, Restaurants
Artifax;4.0;29;Tobacco Shops, Vape Shops, Shopping
The Philly Pack;5.0;27;Local Services, Shopping, Pet Services, Pet Training, Pet Stores, Pets, Dog Walkers
Ciao Pizza;3.5;64;Pizza, Restaurants
Blink Optical;2.0;17;Shopping, Eyewear & Opticians
The Indie Shelf;5.0;18;Beauty & Spas, Cosmetics & Beauty Supply, Shopping, Skin Care
Armand Records;3.5;8;Books, Mags, Music & Video, Shopping, Home Services, Real Estate, Music & DVDs, Property Management
Lombardi's Specialty Hoagies;4.0;11;Sandwiches, Salad, Restaurants, Delis
Careful Moving Services;2.5;6;Local Services, Movers, Home Services
AT&T Store;2.0;17;Shopping, Mobile Phones, Mobile Phone Accessories, Telecommunications, IT Services & Computer Repair, Local Services
West Philly Community Acupuncture;5.0;17;Acupuncture, Health & Medical
Knit Wit;2.5;17;Fashion, Local Services, Accessories, Sewing & Alterations, Women's Clothing, Shopping
Jeffrey D Glen, DDS;4.0;23;Cosmetic Dentists, Health & Medical, Dentists, Oral Surgeons, General Dentistry
Conroy Catering;4.5;34;Caterers, Event Planning & Services
Dalian on the Park;4.0;27;Home Services, Real Estate, Apartments
GPS Transportation;4.5;11;Hotels & Travel, Transportation, Health & Medical, Airport Shuttles, Limos, Medical Transportation, Town Car Service
Red's Hoagies & Groceries;3.5;12;Breakfast & Brunch, Bagels, Food, Delis, Restaurants
Pennsylvania Wine & Spirits;3.5;17;Food, Beer, Wine & Spirits
Pete's Pizza Joint;4.0;73;Pizza, Italian, Restaurants, Sandwiches
Diesel;4.0;9;Fashion, Shopping, Women's Clothing, Men's Clothing, Accessories
Michael Garden Group;5.0;6;Real Estate Services, Home Services, Real Estate Agents, Real Estate
Great Awakenings Cafe;4.5;26;Desserts, Bakeries, Bagels, Coffee & Tea, Restaurants, Cafes, Food, Ice Cream & Frozen Yogurt
Computer Mafia;5.0;7;Home Services, Home Theatre Installation, TV Mounting, Shopping, Home Network Installation, IT Services & Computer Repair, Local Services, Electronics, Web Design, Computers, Professional Services
Walgreens;2.5;10;Cosmetics & Beauty Supply, Convenience Stores, Drugstores, Beauty & Spas, Food, Shopping, Photography Stores & Services
Tipsy Bistro;4.5;169;Bars, American (New), Restaurants, Sports Bars, Nightlife, Breakfast & Brunch
Ruth's Chris Steak House;3.5;184;Wine Bars, Seafood, Restaurants, Steakhouses, Bars, American (Traditional), Nightlife
Diamond Car Audio;4.5;8;Automotive, Tires, Car Stereo Installation, Auto Glass Services, Auto Customization, Auto Parts & Supplies
Sanremo's Pizza;2.0;17;Restaurants, Pizza
Liberties Parcel;5.0;72;Notaries, Local Services, Screen Printing, Shipping Centers
Mike's Bikes;3.0;11;Shopping, Bikes, Sporting Goods
Brinkman's Live Bait & Tackle;4.0;8;Sporting Goods, Shopping
The Artful Dodger;4.0;56;Irish, Pubs, American (Traditional), Bars, Nightlife, Restaurants, British
La Catrachita Food Truck;3.0;5;Food, Food Trucks, Honduran, Restaurants, Mexican, Tacos
Giuseppe's Market at Samuels and Son Seafood;4.0;17;Restaurants, Seafood Markets, Food, Specialty Food, Seafood
Arterial Agents;5.0;10;Grocery, Souvenir Shops, Food, Fashion, Specialty Food, Books, Mags, Music & Video, Shopping, Newspapers & Magazines, Coffee & Tea
Bob & Barbara's;4.0;295;Lounges, Bars, Nightlife, Dive Bars, Adult Entertainment
Locust Moon Comics;4.5;23;Comic Books, Music & DVDs, Arts & Entertainment, Bridal, Books, Mags, Music & Video, Hobby Shops, Shopping, Art Galleries
Kale Yeah;5.0;53;Cafes, Sandwiches, Breakfast & Brunch, Restaurants, Salad
Maaco Auto Body Shop & Painting;3.5;7;Auto Detailing, Automotive, Body Shops, Auto Repair
Perch Pub;3.5;295;Bars, Pubs, Nightlife, Restaurants, Gastropubs, Breakfast & Brunch
Jin Jin Chinese Restaurant;3.0;64;Restaurants, Seafood, Soup, Chinese
Miya Lunch Box and Catering;4.0;5;Japanese, Restaurants
Ma Lessie's Chicken and Waffles;4.0;11;Chicken Shop, Restaurants, Waffles, Food, Soul Food, Food Trucks
Fixit;4.0;23;Local Services, IT Services & Computer Repair, Mobile Phones, Mobile Phone Repair, Shopping, Data Recovery, Electronics Repair
The Laundry Cafأ©;3.5;17;Dry Cleaning & Laundry, Laundromat, Laundry Services, Local Services
Fair Food Farmstand;4.5;42;Meat Shops, Food, Grocery, Fruits & Veggies, Farmers Market, Specialty Food
El Jarocho;4.0;445;Restaurants, Mexican
Little Angels;3.5;8;Elementary Schools, Child Care & Day Care, Local Services, Preschools, Education
Signature by Joseph Lentini;3.0;8;Hair Salons, Hair Stylists, Beauty & Spas
Subway Restaurants;2.0;7;Fast Food, Sandwiches, Restaurants
Starbucks;3.5;24;Coffee & Tea, Food
Evil Genius Beer;4.0;283;Restaurants, Nightlife, Beer Gardens, Gastropubs, Food, Breweries
Hollywood Collision;4.0;7;Body Shops, Automotive
Smoker's Palace;1.5;5;Tobacco Shops, Shopping
The Tanning And Facial Bar;5.0;35;Spray Tanning, Hair Removal, Eyelash Service, Beauty & Spas, Tanning, Waxing, Skin Care, Makeup Artists
Harry Richards Grooming;4.5;59;Hair Salons, Barbers, Tanning, Hair Stylists, Beauty & Spas, Men's Hair Salons, Spray Tanning
Focus Travel Bus;1.5;7;Buses, Hotels & Travel, Transportation
Northern Liberties Veterinary Center;4.5;62;Pet Services, Veterinarians, Pet Sitting, Pets, Pet Groomers
Popeyes Louisiana Kitchen;2.0;46;Restaurants, Fast Food, American (Traditional), Chicken Wings
Thrive Pilates;5.0;58;Barre Classes, Pilates, Yoga, Beauty & Spas, Trainers, Massage, Fitness & Instruction, Active Life
Johnny Chang's;3.5;64;Restaurants, Thai, Japanese, Chinese
Maple Star;3.0;31;Food Delivery Services, Food, Diners, Restaurants, Chinese
Via Bicycle;4.0;160;Bike Repair/Maintenance, Shopping, Bike Rentals, Active Life, Sporting Goods, Local Services, Bikes
Beke Beau;5.0;5;Beauty & Spas, Makeup Artists
Parker-Spruce Hotel;2.0;5;Hotels & Travel, Event Planning & Services, Hotels
PrimoHoagies;4.0;154;Sandwiches, Restaurants, Italian
Mia's of Philadelphia;3.0;20;Accessories, Women's Clothing, Shopping, Fashion
PLCB Wine & Spirits Store;3.0;21;Food, Beer, Wine & Spirits
LAGOS;3.0;14;Jewelry, Shopping
Big Charlie's Saloon;4.0;17;Dive Bars, Nightlife, Bars
1210 Chestnut;3.0;7;Real Estate, Apartments, Home Services
Fruit Salad & Smoothie Cart;4.0;6;Food, Food Stands, Restaurants
CDM Tires;5.0;53;Automotive, Wheel & Rim Repair, Auto Repair, Tires, Towing
Chick-fil-A;3.0;79;Event Planning & Services, Fast Food, Caterers, Restaurants, Chicken Shop
ACME Markets;2.0;27;Food, Grocery, Bakeries, Drugstores, Shopping
Molly Malloy's;4.0;339;American (New), Breakfast & Brunch, Gastropubs, Restaurants
Philadelphia International Festival of the Arts PIFA Street Fair;4.0;7;Local Flavor, Festivals, Performing Arts, Arts & Entertainment
Fresh Places Real Estate;5.0;32;Real Estate, Real Estate Services, Home Services, Real Estate Agents
Forever Valentine Beauty;5.0;43;Makeup Artists, Shopping, Permanent Makeup, Cosmetics & Beauty Supply, Beauty & Spas
Oh Shea's Pub;3.5;56;Restaurants, Nightlife, Bars, American (New), Pubs
New Star Express Pizza;1.5;17;Restaurants, Pizza
Museum Hack;5.0;5;Tours, Event Planning & Services, Team Building Activities, Active Life, Hotels & Travel, Scavenger Hunts
Tuff Pup Training;5.0;48;Pet Services, Pet Training, Pets
Cosmi's Deli;4.0;391;Delis, Restaurants, Food, Bakeries, Sandwiches, Cheesesteaks
Gino's Bakery;5.0;11;Food, Restaurants, Bakeries
Cliff's;2.5;43;Local Services, Shoe Repair
Checkers;2.0;8;Burgers, Fast Food, Restaurants
Barton & Chase;4.5;10;Watch Repair, Local Services, Wholesalers, Professional Services
Viva Love Photography;5.0;7;Photographers, Event Photography, Event Planning & Services, Session Photography
Performance Meal Prep;5.0;12;Caterers, Personal Chefs, Food, Food Delivery Services, Event Planning & Services
Bee Natural;4.5;26;Food, Home & Garden, Shopping, Candle Stores, Honey, Flowers & Gifts, Specialty Food, Beauty & Spas, Skin Care, Health Markets, Gift Shops
Body+Beauty Lab - Philadelphia;4.5;29;Tattoo Removal, Medical Spas, Beauty & Spas, Skin Care, Health & Medical, Laser Hair Removal, Hair Removal, Doctors, Body Contouring
Skin Deep;3.5;18;Beauty & Spas, Piercing, Tattoo
Double Knot;4.5;1140;Nightlife, Sushi Bars, Cafes, Japanese, Bars, Restaurants
